PROJECT	ASSAY	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PXD000756	34824	5454	5228	226	177	8
PXD000756	34825	2911	2845	66	128	11
PXD000756	34826	5339	5147	192	163	7
PXD000756	34827	6176	5963	213	64	2
PXD000756	34828	916	889	27	207	13
PXD000756	34829	1755	1697	58	754	32
PXD000756	34830	103	100	3	60	2
PXD000756	34831	245	239	6	122	6
PXD000756	34832	165	158	7	88	4
PXD000756	34833	176	171	5	65	2
PXD000756	34834	135	128	7	74	3
PXD000756	34835	245	238	7	153	4
PRD000293	13638	8882	8871	11	NA	NA
PRD000293	16657	4286	3887	399	NA	NA
PRD000293	16658	819	819	NA	NA	NA
PRD000293	16659	568	568	NA	NA	NA
PXD000041	27277	1537	1326	211	13	142
PXD000638	33213	2295	2177	118	60	5
PXD000638	33214	3371	3238	133	126	12
PXD000638	33215	5927	5658	269	25	1
PXD000638	33216	5392	5156	236	8	2
PXD000638	33217	6163	5839	324	41	3
PXD000638	33218	3529	3360	169	11	NA
PXD000638	33219	2491	2353	138	11	6
PXD000529	31515	2706	2639	67	33	1
PXD000529	31516	2626	2572	54	31	2
PXD000529	31517	2565	2509	56	44	2
PXD000529	31518	2500	2442	58	36	1
PXD000529	31519	2395	2329	66	47	3
PXD000529	31520	2423	2355	68	46	2
PXD000529	31521	2248	2211	37	38	1
PXD000529	31522	2217	2166	51	31	4
PXD000529	31523	2195	2151	44	34	NA
PXD000529	31524	2154	2105	49	33	NA
PXD000529	31525	1618	1583	35	15	NA
PXD000529	31526	1965	1914	51	20	1
PXD000529	31527	2169	2122	47	30	NA
PXD000529	31528	2246	2181	65	31	NA
PXD000529	31529	2031	1982	49	35	2
PXD000529	31530	2034	1992	42	34	3
PXD000529	31531	2111	2050	61	35	1
PXD000529	31532	2236	2174	62	43	4
PXD000529	31533	1711	1618	93	22	2
PXD000529	31534	1804	1707	97	20	1
PXD000529	31535	1846	1793	53	36	2
PXD000529	31536	1961	1915	46	32	1
PXD000529	31537	1930	1857	73	28	2
PXD000529	31538	1974	1908	66	29	3
PXD000529	31539	1964	1911	53	25	2
PXD000529	31540	1984	1918	66	30	1
PXD000529	31541	1868	1804	64	35	5
PXD000529	31542	1819	1767	52	35	4
PXD000529	31543	2008	1950	58	28	NA
PXD000529	31544	2003	1942	61	28	2
PXD000529	31545	1835	1785	50	23	NA
PXD000529	31546	1833	1785	48	23	1
PXD000529	31547	2341	2286	55	29	NA
PXD000529	31548	2317	2254	63	30	NA
PXD000529	31549	4123	4055	68	69	NA
PXD000529	31550	4255	4180	75	61	NA
PXD000529	31551	3286	3225	61	60	2
PXD000529	31552	3266	3196	70	57	2
PXD000529	31553	2675	2617	58	55	NA
PXD000529	31554	2676	2631	45	53	1
PXD000529	31555	2620	2562	58	77	NA
PXD000529	31556	2655	2615	40	64	NA
PXD000529	31557	2551	2488	63	65	2
PXD000529	31558	2591	2520	71	79	NA
PXD000529	31559	2597	2531	66	65	NA
PXD000529	31560	2673	2604	69	60	1
PXD000529	31561	2724	2649	75	47	NA
PXD000529	31562	2729	2656	73	44	NA
PXD000529	31563	3281	3186	95	45	6
PXD000529	31564	3262	3168	94	42	7
PXD000529	31565	2685	2608	77	44	6
PXD000529	31566	2660	2603	57	45	5
PXD000529	31567	2961	2881	80	41	4
PXD000529	31568	2573	2506	67	40	6
PXD000529	31569	2885	2809	76	39	3
PXD000529	31570	2883	2808	75	38	2
PXD000529	31571	3084	3002	82	38	4
PXD000529	31572	3039	2962	77	37	4
PXD000529	31573	2981	2905	76	40	2
PXD000529	31574	2639	2554	85	29	4
PXD000529	31575	2607	2505	102	29	3
PXD000529	31576	2533	2455	78	30	2
PXD000529	31577	2729	2638	91	43	3
PXD000529	31578	2705	2629	76	41	1
PXD000529	31579	2914	2788	126	49	1
PXD000529	31580	2930	2793	137	43	1
PXD000529	31581	2721	2624	97	39	2
PXD000529	31582	2793	2701	92	38	2
PXD000529	31583	2855	2796	59	38	2
PXD000529	31584	2905	2845	60	41	1
PXD000529	31585	2649	2550	99	39	3
PXD000529	31586	2681	2591	90	36	3
PXD000529	31587	2662	2579	83	58	1
PXD000529	31588	2633	2546	87	55	3
PXD000529	31589	2421	2360	61	50	2
PXD000529	31590	2530	2458	72	49	4
PXD000529	31591	2514	2452	62	37	2
PXD000529	31592	2462	2407	55	32	1
PXD000529	31593	2418	2359	59	33	NA
PXD000529	31594	2462	2395	67	27	1
PXD000529	31595	4034	3975	59	69	2
PXD000529	31596	4045	3991	54	66	NA
PXD000529	31597	4559	4467	92	91	6
PXD000529	31598	4637	4541	96	98	3
PXD000529	31599	4042	3939	103	98	1
PXD000529	31600	3931	3836	95	92	2
PXD000529	31601	3740	3629	111	73	3
PXD000529	31602	3712	3622	90	77	4
PXD000529	31603	3484	3374	110	95	6
PXD000529	31604	3571	3435	136	90	5
PXD000529	31605	3139	3034	105	66	5
PXD000529	31606	3116	3018	98	66	3
PXD000529	31607	3123	3032	91	53	6
PXD000529	31608	3249	3146	103	52	3
PXD000529	31609	3347	3249	98	48	7
PXD000529	31610	3318	3218	100	45	5
PRD000554	19117	4181	4173	8	73	NA
PRD000554	19118	1054	1052	2	14	NA
PRD000451	17708	31733	31388	345	NA	4
PRD000451	17709	5433	5352	81	NA	10
PXD000629	33030	745	717	28	509	4
PXD000629	33031	690	668	22	496	5
PXD000629	33032	739	718	21	513	3
PXD000629	33033	729	706	23	516	8
PXD000629	33034	812	786	26	540	5
PXD000629	33035	949	922	27	738	14
PXD000629	33036	1001	980	21	894	10
PRD000241	12293	1672	1657	15	NA	7
PRD000214	11797	43	43	NA	16	NA
PRD000214	11798	60	60	NA	50	NA
PRD000214	11799	825	823	2	451	2
PRD000214	11800	81	81	NA	68	NA
PRD000214	11801	975	973	2	442	1
PRD000214	11802	181	181	NA	5	NA
PRD000214	11803	67	67	NA	3	NA
PRD000214	11805	485	481	4	359	4
PRD000214	11806	25	25	NA	2	NA
PRD000214	11807	593	587	6	254	2
PRD000214	11808	49	49	NA	8	NA
PRD000214	11809	397	397	NA	44	NA
PRD000214	11810	20	20	NA	NA	NA
PRD000214	11811	585	582	3	216	2
PRD000214	11812	34	34	NA	5	NA
PRD000214	11813	12	12	NA	NA	NA
PRD000214	11814	340	332	8	74	NA
PRD000214	11815	603	597	6	178	3
PRD000214	11816	61	61	NA	10	NA
PRD000214	11817	143	143	NA	46	NA
PRD000214	11818	19	19	NA	NA	NA
PRD000214	11819	18	17	1	1	NA
PRD000214	11820	103	103	NA	NA	NA
PRD000214	11821	528	528	NA	32	NA
PRD000214	11822	59	59	NA	43	NA
PRD000214	11823	24	24	NA	1	NA
PRD000214	11824	101	101	NA	19	NA
PRD000214	11825	153	153	NA	17	NA
PRD000214	11826	15	15	NA	3	NA
PRD000214	11827	143	142	1	37	1
PRD000214	11828	102	102	NA	6	NA
PRD000214	11829	15	15	NA	4	NA
PRD000214	11830	16	16	NA	NA	NA
PRD000214	11831	1379	1374	5	43	1
PRD000214	11832	2353	2337	16	276	1
PRD000214	11835	724	723	1	80	1
PRD000214	11836	39	39	NA	38	NA
PRD000214	11837	33	33	NA	1	NA
PRD000214	11838	26	26	NA	4	NA
PRD000214	11839	207	206	1	71	1
PRD000214	11840	54	54	NA	9	NA
PRD000214	11841	353	349	4	162	2
PRD000214	11842	429	429	NA	118	NA
PRD000214	11843	207	206	1	2	NA
PRD000214	11844	1060	1060	NA	133	NA
PRD000214	11845	1934	1923	11	49	1
PRD000214	11846	582	579	3	44	NA
PRD000214	11847	75	75	NA	65	NA
PRD000214	11848	71	71	NA	58	NA
PRD000214	11849	286	286	NA	52	NA
PRD000214	11850	812	812	NA	63	NA
PRD000214	11851	475	474	1	208	1
PRD000214	11852	85	85	NA	58	NA
PRD000214	11853	507	506	1	191	1
PRD000214	11854	199	199	NA	9	NA
PRD000214	11855	107	107	NA	80	NA
PRD000214	11856	340	340	NA	15	NA
PRD000214	11857	12	12	NA	NA	NA
PRD000214	11858	509	508	1	118	1
PRD000214	11859	823	823	NA	70	NA
PRD000214	11860	128	128	NA	17	NA
PRD000214	11861	642	641	1	305	1
PRD000214	11862	71	71	NA	10	NA
PRD000214	11863	15	15	NA	NA	NA
PRD000214	11864	687	683	4	143	3
PRD000214	11865	16	16	NA	2	NA
PRD000214	11866	30	30	NA	12	NA
PRD000214	11867	157	152	5	60	2
PRD000214	11868	134	134	NA	23	NA
PRD000214	11869	304	304	NA	17	NA
PRD000214	11870	27	27	NA	7	NA
PRD000214	11871	1712	1704	8	45	1
PRD000214	11872	298	298	NA	37	NA
PRD000214	11873	39	39	NA	9	NA
PRD000214	11874	25	25	NA	NA	NA
PRD000214	11875	349	346	3	68	1
PRD000214	11876	68	68	NA	5	NA
PRD000214	11877	474	474	NA	78	NA
PRD000214	11878	133	133	NA	25	NA
PRD000214	11879	2	2	NA	2	NA
PRD000214	11880	81	81	NA	7	NA
PRD000214	11881	541	536	5	189	1
PRD000214	11882	189	188	1	118	NA
PRD000214	11883	75	75	NA	44	NA
PRD000214	11884	17	17	NA	2	NA
PRD000214	11885	58	58	NA	1	NA
PRD000214	11886	6	6	NA	NA	NA
PRD000214	11887	631	628	3	104	3
PRD000214	11889	121	121	NA	17	NA
PRD000214	11890	59	59	NA	2	NA
PRD000214	11892	215	215	NA	76	NA
PRD000214	11893	86	86	NA	28	NA
PRD000214	11894	88	88	NA	17	NA
PRD000214	11895	439	429	10	108	1
PRD000214	11896	25	25	NA	22	NA
PRD000214	11897	300	300	NA	4	NA
PRD000214	11898	116	116	NA	93	NA
PRD000214	11899	676	676	NA	176	NA
PRD000214	11901	488	487	1	12	NA
PRD000214	11902	225	225	NA	9	NA
PRD000214	11903	798	798	NA	184	NA
PRD000214	11904	150	150	NA	105	NA
PRD000214	11905	785	785	NA	73	NA
PRD000214	11906	111	111	NA	11	NA
PRD000214	11907	104	104	NA	NA	NA
PRD000214	11908	510	509	1	184	1
PRD000214	11909	2023	2015	8	157	NA
PRD000214	11910	318	318	NA	82	NA
PRD000214	11911	722	722	NA	46	NA
PRD000214	11912	30	30	NA	3	NA
PRD000214	11913	178	176	2	109	2
PRD000214	11914	307	305	2	209	2
PRD000214	11915	394	393	1	83	1
PRD000214	11916	230	230	NA	25	NA
PRD000214	11917	67	67	NA	55	NA
PRD000214	11919	87	87	NA	1	NA
PRD000214	11920	281	263	18	159	17
PRD000214	11921	131	131	NA	23	NA
PRD000214	11922	739	739	NA	50	NA
PRD000214	11923	2413	2405	8	148	3
PRD000214	11924	638	636	2	69	NA
PRD000214	11925	40	40	NA	NA	NA
PRD000214	11927	17	17	NA	5	NA
PRD000214	11928	9	8	1	NA	NA
PRD000214	11929	153	153	NA	2	NA
PRD000214	11930	33	33	NA	2	NA
PRD000214	11931	25	25	NA	NA	NA
PRD000214	11932	85	85	NA	50	NA
PRD000214	11933	60	60	NA	16	NA
PRD000214	11934	20	20	NA	2	NA
PRD000214	11935	90	90	NA	13	NA
PRD000214	11936	51	51	NA	8	NA
PRD000214	11937	82	82	NA	24	NA
PRD000214	11938	52	52	NA	NA	NA
PRD000214	11939	397	396	1	89	1
PRD000214	11940	637	637	NA	87	NA
PRD000214	11941	1072	1070	2	130	NA
PRD000214	11942	417	417	NA	101	NA
PRD000214	11943	358	342	16	98	14
PRD000214	11944	573	568	5	241	4
PRD000214	11945	208	208	NA	129	NA
PRD000214	11946	945	935	10	15	NA
PRD000214	11947	329	328	1	73	1
PRD000214	11948	584	583	1	106	NA
PRD000214	11949	347	345	2	142	2
PRD000214	11950	437	436	1	243	1
PRD000214	11951	10	10	NA	1	NA
PRD000214	11952	51	51	NA	3	NA
PRD000214	11953	116	116	NA	95	NA
PRD000214	11954	398	397	1	89	1
PRD000214	11955	20	20	NA	2	NA
PRD000214	11956	680	679	1	32	NA
PRD000214	11957	170	169	1	81	1
PRD000214	11958	125	125	NA	104	NA
PRD000214	11959	86	85	1	8	NA
PRD000214	11960	280	279	1	45	1
PRD000214	11961	30	30	NA	NA	NA
PRD000214	11962	34	33	1	10	1
PRD000214	11963	103	103	NA	14	NA
PRD000214	11964	16	16	NA	NA	NA
PRD000214	11965	43	43	NA	1	NA
PRD000214	11966	1933	1922	11	49	1
PRD000214	11967	295	294	1	14	NA
PRD000214	11968	43	43	NA	5	NA
PRD000214	11969	196	196	NA	14	NA
PRD000214	11970	12	12	NA	5	NA
PRD000214	11971	179	178	1	62	1
PRD000214	11973	30	30	NA	3	NA
PRD000214	11974	3505	3495	10	42	NA
PRD000214	11975	324	323	1	160	NA
PRD000214	11976	171	166	5	101	3
PRD000214	11977	92	92	NA	14	NA
PRD000214	11978	84	84	NA	69	NA
PRD000214	11979	339	324	15	208	15
PRD000214	11980	657	656	1	79	NA
PRD000214	11981	602	593	9	20	NA
PRD000214	11982	294	293	1	78	NA
PRD000214	11983	700	700	NA	19	NA
PRD000214	11984	266	265	1	81	1
PRD000214	11985	86	86	NA	35	NA
PRD000214	11986	1199	1193	6	29	1
PRD000214	11987	283	283	NA	41	NA
PRD000214	11988	15	15	NA	NA	NA
PRD000214	11989	779	774	5	208	4
PRD000214	11990	2303	2294	9	176	3
PRD000214	11991	3	3	NA	3	NA
PRD000214	11992	27	27	NA	4	NA
PRD000214	11993	393	393	NA	78	NA
PRD000214	11994	14	14	NA	3	NA
PRD000214	11995	625	625	NA	9	NA
PRD000214	11996	5	5	NA	2	NA
PRD000214	11997	27	27	NA	21	NA
PRD000214	11998	3464	3449	15	34	NA
PRD000214	12202	264	261	3	72	1
PRD000214	12204	11	11	NA	5	NA
PRD000214	12205	8	8	NA	5	NA
PRD000214	12207	423	414	9	42	NA
PRD000214	12209	253	251	2	41	1
PRD000214	12211	8	8	NA	3	NA
PRD000214	12212	8	8	NA	2	NA
PRD000214	12213	28	28	NA	13	NA
PRD000214	12214	7	7	NA	3	NA
PRD000214	12215	11	11	NA	1	NA
PRD000214	12216	55	55	NA	17	NA
PRD000214	12217	14	14	NA	4	NA
PRD000214	12218	225	224	1	48	1
PRD000214	12219	52	52	NA	22	NA
PRD000214	12220	12	12	NA	4	NA
PRD000214	12221	44	44	NA	36	NA
PRD000214	12222	3	3	NA	2	NA
PRD000214	12223	513	507	6	20	NA
PRD000214	12224	1836	1826	10	66	9
PRD000214	16840	43	42	1	14	1
PRD000214	16841	19	19	NA	2	NA
PRD000303	13712	150	23	127	21	80
PRD000303	13713	56	14	42	12	38
PRD000303	13714	134	27	107	25	91
PRD000303	13715	150	23	127	21	80
PRD000303	13716	56	14	42	12	38
PRD000303	13717	134	27	107	25	91
PRD000314	14834	30093	30044	49	NA	NA
PRD000314	14835	28225	28187	38	NA	NA
PRD000314	14836	6888	6883	5	NA	NA
PRD000314	14837	7421	7412	9	NA	NA
PRD000314	14838	13925	13911	14	NA	NA
PRD000314	14839	14187	14177	10	NA	NA
PXD000625	33250	4758	4573	185	51	1
PXD000625	33251	7726	7552	174	66	1
PXD000625	33252	7848	7670	178	53	NA
PXD000625	33253	7935	7769	166	62	NA
PXD000625	33254	5781	5639	142	34	NA
PXD000625	33255	7475	7299	176	58	1
PXD000625	33256	3743	3658	85	24	1
PXD000625	33257	7737	7564	173	56	1
PXD000625	33258	8085	7906	179	62	2
PXD000625	33259	8012	7834	178	51	NA
PXD000625	33260	5081	4963	118	29	1
PXD000625	33261	6446	6286	160	71	NA
PXD000625	33262	5080	4959	121	30	NA
PXD000625	33263	7299	7126	173	49	1
PXD000625	33264	5472	5275	197	105	2
PXD000625	33265	8239	8045	194	64	1
PXD000625	33266	6865	6697	168	45	NA
PXD000625	33267	7681	7328	353	109	10
PXD000625	33268	5944	5642	302	93	12
PXD000625	33269	7653	7316	337	101	11
PXD000625	33270	8395	8051	344	106	13
PXD000625	33271	8425	8084	341	106	9
PXD000625	33272	8175	7824	351	95	9
PXD000625	33273	8373	8028	345	97	9
PXD000625	33274	9785	9402	383	112	13
PXD000625	33275	9319	8954	365	111	14
PXD000625	33276	8437	8077	360	100	9
PXD000625	33277	9940	9550	390	134	13
PXD000625	33278	7689	7313	376	98	12
PXD000625	33279	8408	8041	367	109	13
PXD000625	33280	8637	8280	357	91	13
PXD000625	33281	6031	5757	274	104	10
PXD000625	33282	7316	6964	352	106	17
PXD000625	33283	8885	8511	374	108	9
PXD000625	33284	523	510	13	9	1
PXD000625	33285	3288	3202	86	19	NA
PXD000625	33286	2659	2557	102	39	1
PXD000625	33287	3895	3767	128	29	NA
PXD000625	33288	147	137	10	3	NA
PXD000625	33289	3335	3214	121	30	1
PXD000625	33290	4286	4159	127	31	1
PXD000625	33291	3216	3084	132	24	NA
PXD000625	33292	3323	3170	153	42	NA
PXD000625	33293	3147	3039	108	36	1
PXD000625	33294	2585	2503	82	18	1
PXD000625	33295	4440	4288	152	35	2
PXD000625	33296	2909	2784	125	29	NA
PXD000625	33297	1678	1617	61	17	NA
PXD000625	33298	2520	2402	118	20	NA
PXD000625	33299	4027	3925	102	30	NA
PXD000625	33300	3082	2943	139	29	NA
PXD000625	33301	5854	5716	138	53	NA
PXD000625	33302	6217	6059	158	33	3
PXD000625	33303	8822	8642	180	58	1
PXD000625	33304	8593	8420	173	54	2
PXD000625	33305	8201	8037	164	47	NA
PXD000625	33306	8550	8392	158	75	NA
PXD000625	33307	8860	8697	163	52	1
PXD000625	33308	8253	8072	181	50	1
PXD000625	33309	4895	4741	154	198	14
PXD000625	33310	7847	7681	166	55	NA
PXD000625	33311	7901	7720	181	60	2
PXD000625	33312	8707	8529	178	62	1
PXD000625	33313	5569	5429	140	35	1
PXD000625	33314	8059	7883	176	47	NA
PXD000625	33315	7636	7452	184	45	1
PXD000625	33316	3914	3794	120	20	NA
PXD000625	33317	8136	7951	185	47	NA
PXD000460	31250	68	68	NA	59	NA
PXD000922	38743	6240	6182	58	NA	NA
PXD000922	38744	5942	5909	33	NA	NA
PXD000922	38745	8699	8642	57	NA	NA
PXD000922	38746	6663	6616	47	NA	NA
PXD000922	38747	7178	7127	51	NA	NA
PXD000922	38748	7218	7166	52	NA	NA
PXD000922	38749	5808	5772	36	NA	NA
PXD000922	38750	9689	9617	72	NA	NA
PXD000858	35819	4994	4835	159	129	4
PXD000858	35820	17697	17546	151	839	1
PXD000858	35821	17733	17619	114	375	3
PXD000858	35962	232	202	30	1	2
PXD000858	35963	395	368	27	4	1
PXD000858	35964	397	375	22	14	NA
PXD000858	35965	1954	1902	52	116	NA
PXD000858	35966	771	738	33	29	2
PXD000858	35967	268	244	24	5	NA
PXD000858	35968	1082	1037	45	63	1
PXD000858	35969	4798	4739	59	202	3
PXD000858	35970	1660	1591	69	74	NA
PXD000858	35971	226	192	34	4	NA
PXD000858	35972	918	882	36	61	NA
PXD000858	35973	1360	1324	36	66	1
PXD000858	35974	1527	1499	28	26	1
PXD000858	35975	764	726	38	47	NA
PXD000858	35976	606	570	36	66	4
PRD000695	22722	161	160	1	NA	1
PRD000731	26890	992	987	5	16	NA
PRD000731	26891	765	762	3	233	NA
PRD000731	26892	1048	1044	4	19	3
PRD000731	26893	2189	2180	9	33	NA
PRD000731	26894	727	726	1	253	NA
PRD000731	26895	939	936	3	65	2
PRD000731	26896	1666	1661	5	54	1
PRD000731	26897	1215	1211	4	42	NA
PRD000731	26898	2021	2008	13	39	NA
PRD000731	26899	2080	2067	13	52	2
PRD000731	26900	1207	1203	4	39	NA
PRD000731	26901	404	398	6	37	2
PRD000731	26902	1490	1482	8	69	NA
PRD000731	26903	1219	1213	6	20	3
PRD000731	26904	1028	1024	4	53	3
PXD000027	27239	134	116	18	NA	NA
PXD000027	27240	119	102	17	NA	NA
PXD000027	27241	157	137	20	NA	NA
PXD000027	27242	212	180	32	NA	NA
PXD000651	33318	90000	81002	8998	34622	4366
PXD000210	29059	14259	14160	99	237	3
PXD000210	29060	10647	10601	46	176	NA
PXD000210	29061	6043	6035	8	59	NA
PXD000210	29062	3553	3512	41	4	NA
PRD000012	1645	87	82	5	1	NA
PXD001461	41442	108	108	NA	NA	NA
PXD001461	41443	80	80	NA	NA	NA
PXD001461	41444	231	231	NA	2	NA
PXD001461	41445	151	151	NA	NA	NA
PXD001461	41446	86	86	NA	NA	NA
PXD001461	41447	82	80	2	NA	NA
PXD001461	41448	73	73	NA	NA	NA
PXD001461	41449	75	74	1	NA	NA
PXD001461	41450	235	235	NA	4	NA
PXD001461	41451	202	202	NA	NA	NA
PXD001461	41452	85	84	1	NA	NA
PXD001461	41453	84	82	2	NA	NA
PRD000349	15478	20254	20094	160	NA	5
PRD000349	15479	20354	20165	189	NA	5
PRD000349	15480	22046	21912	134	NA	5
PRD000349	15481	24281	24112	169	NA	4
PRD000349	15482	24983	24847	136	NA	4
PRD000349	15483	25679	25527	152	NA	2
PRD000349	15484	19674	19539	135	NA	2
PRD000349	15485	21709	21574	135	NA	1
PRD000349	15486	7298	7267	31	NA	NA
PRD000349	15487	7142	7089	53	NA	NA
PRD000349	15488	6137	6100	37	NA	2
PRD000349	15489	6997	6954	43	NA	NA
PRD000349	15490	5138	5112	26	NA	7
PRD000349	15491	3495	3479	16	NA	4
PRD000349	15492	10331	10292	39	NA	1
PRD000349	15493	12023	11910	113	NA	5
PRD000349	15494	11219	11112	107	NA	1
PRD000349	15495	6699	6665	34	NA	1
PRD000349	15496	7362	7328	34	NA	NA
PRD000349	15497	7608	7584	24	NA	NA
PRD000349	15498	6410	6359	51	NA	6
PRD000349	15499	23595	23434	161	NA	6
PRD000349	15500	15	15	NA	NA	NA
PRD000349	15501	10326	10244	82	NA	9
PRD000349	15502	3108	3090	18	NA	1
PRD000349	15503	14544	14423	121	NA	7
PRD000349	15504	10427	10335	92	NA	10
PRD000349	15506	2586	2555	31	NA	6
PRD000349	15507	7500	7468	32	NA	5
PRD000349	15508	14635	14570	65	NA	5
PRD000349	15509	23400	23262	138	NA	20
PRD000349	15510	11832	11774	58	NA	10
PRD000349	15511	6101	6055	46	NA	6
PRD000349	15512	7039	6992	47	NA	3
PRD000349	15513	12095	11985	110	NA	10
PRD000349	15514	9851	9793	58	NA	7
PRD000349	15515	16259	16128	131	NA	15
PRD000349	15516	4375	4345	30	NA	7
PRD000349	15517	27140	26892	248	NA	1
PRD000349	15518	28058	27780	278	NA	NA
PRD000349	15519	38428	38060	368	NA	NA
PRD000349	15520	38911	38491	420	NA	NA
PRD000349	15521	29997	29692	305	NA	3
PRD000349	15522	25810	25643	167	NA	1
PRD000349	15523	27080	26930	150	NA	1
PRD000349	15524	9399	9362	37	NA	NA
PRD000349	15525	27952	27697	255	NA	1
PRD000349	15526	28669	28487	182	NA	NA
PRD000349	15527	38457	38176	281	NA	1
PRD000349	15528	53440	52609	831	NA	5
PRD000349	15529	61120	60151	969	NA	6
PRD000349	15530	38750	38459	291	NA	NA
PRD000349	15531	50033	49578	455	NA	3
PRD000349	15532	15633	15553	80	NA	NA
PRD000349	15533	52072	51460	612	NA	NA
PRD000349	15534	45472	45050	422	NA	NA
PRD000349	15535	11911	11856	55	NA	2
PRD000349	15536	9492	9432	60	NA	5
PRD000349	15537	9367	9318	49	NA	3
PRD000349	15538	4782	4769	13	NA	3
PRD000349	15539	46909	46298	611	NA	6
PRD000349	15540	12240	12169	71	NA	16
PRD000349	15564	25050	24905	145	NA	3
PRD000349	15565	12685	12583	102	NA	15
PRD000796	7962	584	583	1	184	NA
PRD000796	7963	911	908	3	246	NA
PXD001572	42287	1985	1976	9	249	1
PXD001572	42288	1251	1249	2	127	NA
PXD001572	42289	3373	3357	16	433	2
PXD001572	42290	5788	5753	35	250	NA
PXD001572	42291	3977	3969	8	358	1
PXD001572	42292	3935	3919	16	524	NA
PXD001572	42293	4420	4413	7	343	1
PXD001572	42294	6281	6262	19	446	NA
PXD001572	42295	2920	2908	12	498	3
PXD001572	42296	2585	2571	14	229	NA
PXD001572	42297	1814	1809	5	451	NA
PXD001572	42298	963	961	2	236	NA
PXD001572	42299	3460	3440	20	336	2
PXD001572	42300	3945	3930	15	277	2
PXD001572	42301	5588	5567	21	243	NA
PXD001572	42302	3886	3874	12	257	2
PXD001572	42303	4038	4033	5	506	2
PXD001572	42304	3423	3411	12	578	3
PXD001572	42305	3274	3267	7	442	NA
PXD001572	42306	2551	2539	12	526	1
PXD001572	42307	1134	1131	3	465	NA
PRD000664	22147	5162	5159	3	NA	NA
PRD000414	16880	6127	6109	18	789	6
PXD000008	27058	249	249	NA	NA	NA
PXD000008	27059	230	230	NA	NA	NA
PXD000008	27060	194	194	NA	NA	NA
PXD000008	27061	161	161	NA	NA	NA
PXD000008	27062	309	309	NA	NA	NA
PXD000008	27063	227	227	NA	NA	NA
PXD000107	28014	770	761	9	85	2
PXD000455	31126	4382	4340	42	50	1
PXD000455	31127	4446	4391	55	53	NA
PXD000455	31128	2530	2498	32	299	NA
PXD000455	31129	3084	3052	32	292	NA
PXD000455	31130	2337	2306	31	130	1
PXD000455	31131	3718	3668	50	222	NA
PXD000455	31132	3715	3635	80	125	2
PXD000455	31133	3048	3020	28	517	NA
PXD000455	31134	3853	3821	32	198	NA
PXD000455	31135	5090	5042	48	287	1
PXD000455	31136	4093	4065	28	236	NA
PXD000455	31137	3323	3279	44	170	NA
PXD000455	31138	3636	3590	46	236	NA
PXD000455	31139	3794	3762	32	340	3
PXD000455	31140	3137	3104	33	258	NA
PXD000455	31141	3367	3316	51	205	NA
PXD000455	31142	4192	4135	57	181	1
PXD000455	31143	4031	3984	47	317	NA
PXD000455	31144	3748	3707	41	286	NA
PXD000455	31145	3720	3682	38	276	1
PXD000455	31146	3918	3865	53	224	1
PXD000455	31147	3063	3016	47	162	1
PXD000455	31148	4057	4010	47	224	1
PXD000455	31149	3528	3494	34	177	1
PXD000455	31150	2979	2941	38	157	1
PXD000455	31151	3283	3258	25	276	3
PXD000455	31152	2433	2410	23	235	NA
PXD000455	31153	3612	3578	34	227	NA
PXD000455	31154	2861	2842	19	232	1
PXD000455	31155	1300	1278	22	448	3
PXD000455	31156	2578	2555	23	341	2
PXD000455	31157	2619	2577	42	246	NA
PXD000455	31158	4390	4352	38	258	NA
PXD000455	31159	3370	3327	43	254	NA
PXD000455	31160	4175	4122	53	197	3
PXD000455	31161	6103	6024	79	338	NA
PXD000455	31162	4179	4135	44	296	2
PXD000455	31163	5075	5021	54	203	NA
PXD000455	31164	4820	4774	46	274	2
PXD000455	31165	4960	4907	53	295	4
PXD000455	31166	4678	4629	49	280	4
PXD000455	31167	5361	5314	47	194	2
PXD000455	31168	5708	5649	59	225	NA
PXD000455	31169	6536	6461	75	195	1
PXD000455	31170	6629	6555	74	192	1
PXD000455	31171	7871	7792	79	127	NA
PXD000455	31172	7880	7810	70	144	2
PXD000455	31173	7457	7399	58	148	1
PXD000455	31174	7255	7187	68	59	NA
PXD000455	31175	7853	7778	75	117	1
PXD000455	31176	7382	7338	44	458	NA
PXD000455	31177	7732	7656	76	169	1
PXD000455	31178	6510	6466	44	174	NA
PXD000455	31179	6048	6010	38	158	NA
PXD000455	31180	5376	5340	36	220	1
PXD000455	31181	5551	5516	35	183	NA
PXD000455	31182	4840	4808	32	172	NA
PXD000455	31183	5812	5775	37	188	NA
PXD000455	31184	1040	1037	3	1028	1
PXD000455	31185	887	875	12	830	1
PXD000455	31186	947	939	8	626	1
PXD000455	31187	1061	1043	18	386	NA
PXD000455	31188	619	615	4	279	NA
PXD000455	31189	610	601	9	166	NA
PXD000455	31190	785	771	14	215	NA
PXD000455	31191	1021	997	24	347	2
PXD000455	31192	1341	1317	24	278	2
PXD000455	31193	1137	1119	18	205	NA
PXD000455	31194	1831	1805	26	189	NA
PXD000455	31195	2230	2199	31	232	3
PXD000455	31196	2288	2266	22	281	1
